COLEGIO;MES;MES_GASTO;ORIGEN;CODIGO;ESTABLECIMIENTO;RBD;SUBVENCION;CODIGO_CUENTA;TIPO_DOCUMENTO;NUMERO_FACTURA;FECHA_DOCUMENTO;FECHA_PAGO;DESCRIPCION_GASTO;RUT_PROVEEDOR;NOMBRE_PROVEEDOR;MONTO_GASTO;MONTO_DOCUMENTO;MONTO_TOTAL;DOCUMENTO_ORIGINAL;CLAVE_CRUCE
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;2867.0;2025-08-08;2025-09-22;SALIDA TERRENO CONSTRUCCION - ALIMENTACION;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;59499.0;59499.0;59499.0;;16214411-1|2867|59499.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;29255.0;2025-08-07;2025-10-17;MANTENCION;5556734-4;LUIS RENATO CIFUENTES CISTERNA;27181.0;27181.0;27181.0;;5556734-4|29255|27181.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;9492.0;2025-08-08;2025-09-22;SALIDA PEDAGOGICA PROGRAMACION - ALIMENTACION;76546108-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;28570.0;28570.0;28570.0;;76546108-0|9492|28570.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;9491.0;2025-08-08;2025-09-22;ALIMENTACION;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;8369.0;8369.0;8369.0;;76546408-0|9491|8369.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;9503.0;2025-08-11;2025-09-22;SALIDA TERRENO CONSTRUCCION - ALIMENTACION;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;19711.0;19711.0;19711.0;;76546408-0|9503|19711.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20204.0;MEDIA;16844.0;SEP;;FACEL;709.0;2025-08-11;2025-09-22;PREMIO DEBATE INTERNO;7907114-5;GERMAN JOEL ARANEDA FLORES;70001.0;70001.0;70001.0;;7907114-5|709|70001.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;9500.0;2025-08-11;2025-09-22;SALIDA PARTICIPACION ROBOTICA - ALIMENTACION;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;4668.0;4668.0;4668.0;;76546408-0|9500|4668.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;272298.0;2025-08-11;2025-10-17;MANTENCION;76452633-3;FERRETERIA JARAMILLO LTDA;25802.0;25802.0;25802.0;;76452633-3|272298|25802.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;1396.0;2025-08-11;2025-09-22;SALIDA PEDAGOGICA AGROPECUARIA - ALIMENTACION;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;10512.0;10512.0;10512.0;;13849465-9|1396|10512.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;715.0;2025-08-11;2025-10-17;PREMIACION - ALIMENTACION;7907114-5;GERMAN JOEL ARANEDA FLORES;14500.0;14500.0;14500.0;;7907114-5|715|14500.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;10201.0;MEDIA;16844.0;SEP;;FACEL;713.0;2025-08-11;2025-09-22;PULLINQUE TODOS LEEMOS;7907114-5;GERMAN JOEL ARANEDA FLORES;20000.0;20000.0;20000.0;;7907114-5|713|20000.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20202.0;MEDIA;16844.0;SEP;;FACEL;714.0;2025-08-11;2025-09-22;PREMIACION ENSAYO SIMCE;7907114-5;GERMAN JOEL ARANEDA FLORES;17500.0;17500.0;17500.0;;7907114-5|714|17500.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20204.0;MEDIA;16844.0;SEP;;FACEL;712.0;2025-08-11;2025-09-22;PREMIACION 1 LUGAR PRIMER SEMESTRE;7907114-5;GERMAN JOEL ARANEDA FLORES;37500.0;37500.0;37500.0;;7907114-5|712|37500.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;1404.0;2025-08-11;2025-09-22;SALIDA PARTICIPACION ROBOTICA - ALIMENTACION;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;3029.0;3029.0;3029.0;;13849465-9|1404|3029.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;1403.0;2025-08-11;2025-09-22;SALIDA PEDAGOGICA PROGRAMACION - ALIMENTACION;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;10571.0;10571.0;10571.0;;13849465-9|1403|10571.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;1400.0;2025-08-11;2025-09-22;SALIDA PEDAGOGICA CONSTRUCCION - ALIMENTACION;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;1577.0;1577.0;1577.0;;13849465-9|1400|1577.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20501.0;MEDIA;16844.0;SEP;;FACEL;1401.0;2025-08-11;2025-09-22;PRESENTACION BALLET FOLCLORICO;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;30345.0;30345.0;30345.0;;13849465-9|1401|30345.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;1016006.0;2025-08-13;;MANTENCION;78633060-2;SOC. AGRICOLA HUIFQUENCO Y CIA LTDA;568005.0;568005.0;568005.0;;78633060-2|1016006|568005.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;272510.0;2025-08-13;2025-10-17;MANTENCION;76452633-3;FERRETERIA JARAMILLO LTDA;34285.0;34285.0;34285.0;;76452633-3|272510|34285.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;1015705.0;2025-08-12;;MANTENCION;78633060-2;SOC. AGRICOLA HUIFQUENCO Y CIA LTDA;677040.0;677040.0;677040.0;;78633060-2|1015705|677040.0
PULLINQUE;9.0;7.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1352.0;2025-07-11;2025-09-22;REUNION DIRECTORES;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;28439.0;28439.0;28439.0;;13849465-9|1352|28439.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;960.0;2025-08-12;2025-09-22;BANDA ESCOLAR LICEO;76243416-4;INSTRUMENTOS MUSICAES MADELON LIMITADA;3437290.0;3437290.0;3437290.0;;76243416-4|960|3437290.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;4782.0;2025-08-14;2025-10-17;MANTENCION;77874639-5;FERRETERIA INDUSTRIAL Y COMERCIAL DON JORGE SPA;33100.0;33100.0;33100.0;;77874639-5|4782|33100.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;272699.0;2025-08-14;2025-10-17;MANTENCION;76452633-3;FERRETERIA JARAMILLO LTDA;1786.0;1786.0;1786.0;;76452633-3|272699|1786.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;1690582.0;2025-08-14;2025-09-22;INSUMOS DIDACTICOS - PIE;76041579-0;PROVEEEDORES INTEGRALES DEL SUR  LIMITADA;63279.0;63279.0;63279.0;;76041579-0|1690582|63279.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20204.0;MEDIA;16844.0;SEP;;FACEL;29299.0;2025-08-18;2025-09-22;REECONOCIMIENTO CERTICADOS UTP;5556734-4;LUIS RENATO CIFUENTES CISTERNA;15000.0;15000.0;15000.0;;5556734-4|29299|15000.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;11201.0;MEDIA;16844.0;SEP;;FACEL;29298.0;2025-08-18;2025-09-22;FERIA VOCACIONAL;5556734-4;LUIS RENATO CIFUENTES CISTERNA;102351.0;102351.0;102351.0;;5556734-4|29298|102351.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;29297.0;2025-08-18;2025-10-17;UTP DIRECCION;5556734-4;LUIS RENATO CIFUENTES CISTERNA;112960.0;112960.0;112960.0;;5556734-4|29297|112960.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;225584.0;2025-08-18;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;322537.0;322537.0;322537.0;;76693438-2|225584|322537.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;225587.0;2025-08-18;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;50006.0;50006.0;50006.0;;76693438-2|225587|50006.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;225559.0;2025-08-18;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;73854.0;73854.0;73854.0;;76693438-2|225559|73854.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;13932058.0;2025-08-04;;L GAS NORMAL;91806000-6;ABASTIBLE S.A.;626500.0;626500.0;626500.0;;91806000-6|13932058|626500.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;1457.0;2025-08-19;;IMPLEMENTOS DEPORTIVOS;11129044-K;GUILLERMO CORDERO MOSQUEIRA;1944700.0;1944700.0;1944700.0;;11129044-K|1457|1944700.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6388.0;2025-08-19;2025-09-22;SALIDA PEDAGOGICA CONSTRUCCION - ALIMENTACION;76067254-8;COMERCIAL FOUAD MALKI EIRL;7700.0;7700.0;7700.0;;76067254-8|6388|7700.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6386.0;2025-08-19;2025-09-22;SALIDA PEDAGOGICA AGROPECUARIA - ALIMENTACION;76067254-8;COMERCIAL FOUAD MALKI EIRL;49680.0;49680.0;49680.0;;76067254-8|6386|49680.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20501.0;MEDIA;16844.0;SEP;;FACEL;6385.0;2025-08-19;2025-09-22;PRESENTACION BALLET FOLCLORICO;76067254-8;COMERCIAL FOUAD MALKI EIRL;64892.0;64892.0;64892.0;;76067254-8|6385|64892.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;20204.0;MEDIA;16844.0;SEP;;FACEL;6384.0;2025-08-19;2025-09-22;PREMIACION ALUMNOS;76067254-8;COMERCIAL FOUAD MALKI EIRL;32650.0;32650.0;32650.0;;76067254-8|6384|32650.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;5473.0;2025-08-05;;REP CALIPER;9908895-8;CARLOS NELSON CELIS MARTINEZ;23800.0;23800.0;23800.0;;9908895-8|5473|23800.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;49931.0;2025-08-18;;PIOLA FRENO MANO TH PASAJERO NEW H-1 P /DISCO;76508149-1;HK REPUESTOS SPA;38000.0;38000.0;38000.0;;76508149-1|49931|38000.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;16.0;2025-08-05;2025-09-23;SERVICIO AMPLIFICACION EFEMERIDES Y  GALA FOLCLORICA;77759591-1;PRODUCTORA DE EVENTOS EVELYN VERA CID EIRL;357000.0;357000.0;357000.0;;77759591-1|16|357000.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;4484.0;2025-08-12;;INSUMOS DIDACTICOS - MECANICA;76720487-6;ELECTROART SPA;121529.0;121529.0;121529.0;;76720487-6|4484|121529.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;29296.0;2025-08-18;2025-09-22;DINAMICAS QUINCENALES;5556734-4;LUIS RENATO CIFUENTES CISTERNA;28501.0;28501.0;28501.0;;5556734-4|29296|28501.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;97841021.0;2025-08-18;;INSUMOS ECONOMATO;79984240-8;AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA;1335243.0;1335243.0;1335243.0;;79984240-8|97841021|1335243.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1406.0;2025-08-11;2025-10-17;INSUMOS ECONOMATO;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;358214.0;358214.0;358214.0;;13849465-9|1406|358214.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9507.0;2025-08-12;2025-10-17;INSUMOS ECONOMATO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;767550.0;767550.0;767550.0;;76546408-0|9507|767550.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9488.0;2025-08-08;2025-10-17;INSUMOS ECONOMATO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;35700.0;35700.0;35700.0;;76546408-0|9488|35700.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9493.0;2025-08-08;2025-10-17;INSUMOS ECONOMATO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;89012.0;89012.0;89012.0;;76546408-0|9493|89012.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1113.0;2025-08-08;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;7921.0;7921.0;7921.0;;20315459-3|1113|7921.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1112.0;2025-08-08;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;546340.0;546340.0;546340.0;;20315459-3|1112|546340.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1111.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;406005.0;406005.0;406005.0;;20315459-3|1111|406005.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1100.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;79579.0;79579.0;79579.0;;20315459-3|1100|79579.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1101.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;205777.0;205777.0;205777.0;;20315459-3|1101|205777.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1102.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;88359.0;88359.0;88359.0;;20315459-3|1102|88359.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1108.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;386395.0;386395.0;386395.0;;20315459-3|1108|386395.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1104.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;452268.0;452268.0;452268.0;;20315459-3|1104|452268.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1106.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;559979.0;559979.0;559979.0;;20315459-3|1106|559979.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1107.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;561338.0;561338.0;561338.0;;20315459-3|1107|561338.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1109.0;2025-08-01;2025-09-22;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;3556.0;3556.0;3556.0;;20315459-3|1109|3556.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9464.0;2025-08-05;2025-10-17;INSUMOS ECONOMATO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;456169.0;456169.0;456169.0;;76546408-0|9464|456169.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9465.0;2025-08-05;2025-10-17;INSUMOS ECONOMATO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;22759.0;22759.0;22759.0;;76546408-0|9465|22759.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;2862.0;2025-08-05;2025-10-17;INSUMOS ECONOMATO;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;42000.0;42000.0;42000.0;;16214411-1|2862|42000.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;3657.0;2025-08-20;2025-11-17;AGENDAS ECOLOGICAS- OBSEQUIO RELATORES SENCE;76467512-6;PUBLICIDAD JOSE BENITO VARGAS VARAS EIRL;40001.0;40001.0;40001.0;;76467512-6|3657|40001.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;5918.0;2025-08-18;2025-10-17;REPUESTOS VEHICULOS;76875164-1;SYD SPA;179500.0;179500.0;179500.0;;76875164-1|5918|179500.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;5917.0;2025-08-18;2025-10-17;REPUESTOS VEHICULOS;76875164-1;SYD SPA;177500.0;177500.0;177500.0;;76875164-1|5917|177500.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;2886.0;2025-08-21;2025-09-22;DESAYUNO DOCENTES;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;86799.0;86799.0;86799.0;;16214411-1|2886|86799.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1120.0;2025-08-22;2025-11-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;13138.0;13138.0;13138.0;;20315459-3|1120|13138.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1119.0;2025-08-22;2025-11-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;463069.0;463069.0;463069.0;;20315459-3|1119|463069.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1115.0;2025-08-11;2025-10-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;3879.0;3879.0;3879.0;;20315459-3|1115|3879.0
PULLINQUE;12.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;6392.0;2025-08-20;2025-12-18;INSUMOS ECONOMATO;76067254-8;COMERCIAL FOUAD MALKI EIRL;516930.0;516930.0;516930.0;;76067254-8|6392|516930.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1118.0;2025-08-18;2025-11-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;379502.0;379502.0;379502.0;;20315459-3|1118|379502.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1117.0;2025-08-14;2025-11-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;314581.0;314581.0;314581.0;;20315459-3|1117|314581.0
PULLINQUE;10.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1116.0;2025-08-11;2025-10-17;INSUMOS ECONOMATO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;486230.0;486230.0;486230.0;;20315459-3|1116|486230.0
PULLINQUE;12.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;6391.0;2025-08-20;2025-12-18;INSUMOS ECONOMATO;76067254-8;COMERCIAL FOUAD MALKI EIRL;1379001.0;1379001.0;1379001.0;;76067254-8|6391|1379001.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6418.0;2025-08-20;2025-09-22;LABORATORIO ZOETIS;76067254-8;COMERCIAL FOUAD MALKI EIRL;100250.0;100250.0;100250.0;;76067254-8|6418|100250.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;6417.0;2025-08-20;2025-11-17;DESAYUNO UTP - DIRECCION;76067254-8;COMERCIAL FOUAD MALKI EIRL;119750.0;119750.0;119750.0;;76067254-8|6417|119750.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6416.0;2025-08-20;2025-09-22;DINAMICAS QUINCENALES;76067254-8;COMERCIAL FOUAD MALKI EIRL;37101.0;37101.0;37101.0;;76067254-8|6416|37101.0
PULLINQUE;1.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;MATRIZ;;FACEL;6412.0;2025-08-20;;PUERTA ABIERTA;76067254-8;COMERCIAL FOUAD MALKI EIRL;121350.0;121350.0;121350.0;;76067254-8|6412|121350.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6407.0;2025-08-20;2025-09-22;CHARLA MANEJO INVERNADERO Y CULTIVO;76067254-8;COMERCIAL FOUAD MALKI EIRL;52450.0;52450.0;52450.0;;76067254-8|6407|52450.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;6401.0;2025-08-20;2025-11-17;ATENCION DELEGACION;76067254-8;COMERCIAL FOUAD MALKI EIRL;17850.0;17850.0;17850.0;;76067254-8|6401|17850.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6400.0;2025-08-20;2025-09-22;SALIDA PEDAGOGICA - PROGRAMACION;76067254-8;COMERCIAL FOUAD MALKI EIRL;46051.0;46051.0;46051.0;;76067254-8|6400|46051.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6390.0;2025-08-20;2025-09-22;DESAYUNO AGROPECUARIA;76067254-8;COMERCIAL FOUAD MALKI EIRL;105950.0;105950.0;105950.0;;76067254-8|6390|105950.0
PULLINQUE;11.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1632.0;2025-08-22;2025-11-17;REPARACION BOMBA DE AGUA - PULLINQUE;7529799-8;BERNARDO ALEXI MONTOYA VILLABLANCA;98000.0;98000.0;98000.0;;7529799-8|1632|98000.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;2881.0;2025-08-21;2025-09-22;SALIDA PEDAGOGICA - CONSTRUCCION;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;68674.0;68674.0;68674.0;;16214411-1|2881|68674.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;9538.0;2025-08-20;2025-09-22;SALIDA PEDAGOGICA - CONSTRUCCION;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;18794.0;18794.0;18794.0;;76546408-0|9538|18794.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;225711.0;2025-08-19;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;55584.0;55584.0;55584.0;;76693438-2|225711|55584.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226306.0;2025-08-26;2025-09-23;BENCINA MANTENCION JARDINERIA;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;53080.0;53080.0;53080.0;;76693438-2|226306|53080.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226304.0;2025-08-26;2025-09-23;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;51530.0;51530.0;51530.0;;76693438-2|226304|51530.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226324.0;2025-08-26;2025-09-23;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;261273.0;261273.0;261273.0;;76693438-2|226324|261273.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226293.0;2025-08-26;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;57671.0;57671.0;57671.0;;76693438-2|226293|57671.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226245.0;2025-08-26;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;65081.0;65081.0;65081.0;;76693438-2|226245|65081.0
PULLINQUE;9.0;8.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;226229.0;2025-08-26;2025-09-22;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;71159.0;71159.0;71159.0;;76693438-2|226229|71159.0
